PO_Number,Vendor_ID,SKU_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Units_Ordered,Units_Received,Unit_Cost,Total_Cost,Delivery_Status
PO004761,V017,CND2139,2026-03-11,2026-03-26,2026-03-27,24,24,12.54,300.96,On Time
PO004762,V012,LGT1787,2025-10-16,2025-11-11,2025-11-13,24,24,37.42,898.08,On Time
PO004763,V015,SRV0990,2026-02-01,2026-02-25,2026-03-03,96,84,68.52,6577.92,Late
PO004764,V017,TOW1482,2025-10-22,2025-11-06,2025-11-05,120,120,25.43,3051.6,On Time
PO004765,V003,ORG1720,2025-03-23,2025-05-24,2025-05-30,120,120,47.04,5644.8,Late
PO004766,V004,KIT0920,2026-01-01,2026-01-19,2026-01-24,96,96,74.65,7166.4,Late
PO004767,V017,FUR0668,2026-02-18,2026-03-05,2026-03-09,36,24,151.44,5451.84,Late
PO004768,V012,DUV1173,2025-07-26,2025-08-21,2025-08-12,120,120,71.66,8599.2,On Time
PO004769,V020,DEC0165,2025-10-09,2025-11-07,2025-11-04,48,48,55.88,2682.24,On Time
PO004770,V002,PIL1334,2025-05-21,2025-06-25,2025-07-03,120,120,50.83,6099.6,Late
PO004771,V010,GFT2227,2026-06-09,2026-07-31,2026-08-06,120,120,10.67,1280.4,Late
PO004772,V008,SHT1241,2025-09-08,2025-10-21,2025-10-16,48,48,62.35,2992.8,On Time
PO004773,V013,FLR1876,2026-05-15,2026-06-07,2026-06-11,120,120,185.21,22225.2,Late
PO004774,V014,HAL2013,2025-08-03,2025-09-13,2025-09-22,36,36,19.53,703.08,Late
PO004775,V013,BTH1527,2026-04-29,2026-05-22,2026-06-01,72,72,35.68,2568.96,Late
PO004776,V007,FUR0638,2025-03-26,2025-04-15,2025-04-17,120,120,215.91,25909.2,On Time
PO004777,V009,SHT1275,2025-11-28,2026-01-15,2026-01-20,72,72,30.26,2178.72,Late
PO004778,V002,WAL0277,2026-03-02,2026-04-06,2026-04-14,120,120,88.61,10633.2,Late
PO004779,V007,KIT0946,2025-04-20,2025-05-10,2025-05-19,24,24,103.7,2488.8,Late
PO004780,V011,FUR0590,2025-12-07,2026-01-18,2026-02-01,48,48,83.26,3996.48,Late
PO004781,V008,TAB0821,2026-06-06,2026-07-19,2026-07-17,24,24,215.51,5172.24,On Time
PO004782,V006,MIR0392,2025-10-03,2025-11-08,2025-11-14,72,60,25.85,1861.2,Late
PO004783,V014,FUR0579,2026-01-22,2026-03-04,2026-02-28,72,72,181.55,13071.6,On Time
PO004784,V019,FUR0574,2025-06-17,2025-07-22,2025-07-20,72,72,176.25,12690.0,On Time
PO004785,V002,TAB0811,2025-05-18,2025-06-22,2025-06-27,72,72,77.68,5592.96,Late
PO004786,V016,MIR0396,2025-06-06,2025-06-20,2025-06-27,120,108,58.29,6994.8,Late
PO004787,V013,FUR0604,2026-01-04,2026-01-27,2026-02-01,36,36,152.96,5506.56,Late
PO004788,V017,SRV1076,2025-12-16,2025-12-31,2026-01-07,96,96,25.17,2416.32,Late
PO004789,V011,KIT0904,2026-05-05,2026-06-16,2026-06-19,96,84,102.53,9842.88,Late
PO004790,V007,BSK1606,2026-01-23,2026-02-12,2026-02-25,120,120,30.98,3717.6,Late
PO004791,V019,MIR0362,2026-02-27,2026-04-03,2026-03-26,48,48,93.11,4469.28,On Time
PO004792,V017,DUV1168,2025-10-16,2025-10-31,2025-10-26,120,120,93.84,11260.8,On Time
PO004793,V001,WAL0300,2026-01-20,2026-02-20,2026-02-18,120,120,45.39,5446.8,On Time
PO004794,V010,TEX0458,2026-05-22,2026-07-13,2026-07-20,24,24,53.04,1272.96,Late
PO004795,V012,TAB0850,2026-06-03,2026-06-29,2026-06-20,96,96,71.98,6910.08,On Time
PO004796,V007,TEX0472,2025-10-22,2025-11-11,2025-11-14,96,90,43.46,4172.16,Late
PO004797,V017,WAL0322,2026-01-14,2026-01-29,2026-01-29,36,36,36.12,1300.32,On Time
PO004798,V012,KIT0893,2025-08-16,2025-09-11,2025-09-13,36,36,45.03,1621.08,On Time
PO004799,V001,SEA0708,2026-06-15,2026-07-16,2026-07-26,120,120,105.58,12669.6,Late
PO004800,V014,PEN1893,2026-05-16,2026-06-26,2026-06-27,36,36,170.55,6139.8,On Time
PO004801,V012,DEC0004,2025-04-05,2025-05-01,2025-04-30,96,96,16.71,1604.16,On Time
PO004802,V004,SRV0983,2025-06-08,2025-06-26,2025-06-23,36,36,39.25,1413.0,On Time
PO004803,V014,FUR0667,2025-08-20,2025-09-30,2025-09-25,120,120,145.23,17427.6,On Time
PO004804,V011,FLR1867,2025-11-14,2025-12-26,2026-01-04,120,120,124.28,14913.6,Late
PO004805,V013,DUV1204,2026-04-19,2026-05-12,2026-05-13,48,48,117.61,5645.28,On Time
PO004806,V011,TOW1461,2026-02-26,2026-04-09,2026-04-16,36,30,6.43,231.48,Late
PO004807,V002,DUV1171,2025-02-02,2025-03-09,2025-03-17,24,24,131.25,3150.0,Late
PO004808,V005,BSK1640,2025-11-01,2025-12-12,2025-11-30,36,36,23.99,863.64,On Time
PO004809,V005,ORG1740,2025-07-14,2025-08-24,2025-08-20,36,36,11.49,413.64,On Time
PO004810,V018,SHT1262,2026-01-21,2026-02-05,2026-02-10,120,120,65.61,7873.2,Late
PO004811,V013,LGT1773,2026-06-23,2026-07-16,2026-07-14,24,24,114.47,2747.28,On Time
PO004812,V010,WAL0281,2025-04-08,2025-05-30,2025-06-02,48,48,53.11,2549.28,Late
PO004813,V007,BTH1529,2025-12-10,2025-12-30,2026-01-10,96,96,20.66,1983.36,Late
PO004814,V007,TEX0546,2025-02-28,2025-03-20,2025-03-19,36,36,46.08,1658.88,On Time
PO004815,V008,TAB0761,2025-09-09,2025-10-22,2025-10-13,120,120,147.36,17683.2,On Time
PO004816,V017,SEA0702,2026-02-18,2026-03-05,2026-03-17,48,48,70.8,3398.4,Late
PO004817,V004,TAB0843,2026-03-22,2026-04-09,2026-04-09,36,36,335.29,12070.44,On Time
PO004818,V015,CHR1979,2025-09-16,2025-10-10,2025-10-15,96,96,74.45,7147.2,Late
PO004819,V012,WAL0247,2026-02-07,2026-03-05,2026-03-05,24,24,25.97,623.28,On Time
PO004820,V004,KIT0917,2025-03-08,2025-03-26,2025-03-30,48,36,53.8,2582.4,Late
PO004821,V001,SHL1688,2026-03-02,2026-04-02,2026-03-26,96,96,82.5,7920.0,On Time
PO004822,V012,LGT1813,2025-04-03,2025-04-29,2025-05-01,96,96,93.35,8961.6,On Time
PO004823,V011,ORG1707,2025-07-06,2025-08-17,2025-08-26,72,72,9.92,714.24,Late
PO004824,V010,DUV1158,2026-01-12,2026-03-05,2026-03-11,48,48,59.26,2844.48,Late
PO004825,V013,PIL1410,2026-07-05,2026-07-28,2026-07-24,36,36,17.92,645.12,On Time
PO004826,V013,MIR0430,2025-09-20,2025-10-13,2025-10-10,48,48,97.71,4690.08,On Time
PO004827,V002,PIL1331,2025-09-03,2025-10-08,2025-10-23,48,48,50.32,2415.36,Late
PO004828,V018,DEC0099,2026-06-08,2026-06-23,2026-06-19,48,36,54.36,2609.28,On Time
PO004829,V016,DUV1159,2025-05-14,2025-05-28,2025-06-05,48,48,41.49,1991.52,Late
PO004830,V016,UTL1099,2026-04-01,2026-04-15,2026-04-23,120,120,15.1,1812.0,Late
PO004831,V015,SRV0973,2025-09-20,2025-10-14,2025-10-17,24,6,29.41,705.84,Late
PO004832,V017,SEA0688,2025-12-30,2026-01-14,2026-01-09,96,96,332.71,31940.16,On Time
PO004833,V006,PIL1372,2026-03-01,2026-04-06,2026-04-12,96,96,17.01,1632.96,Late
PO004834,V005,UTL1149,2025-09-29,2025-11-09,2025-11-17,96,78,26.51,2544.96,Late
PO004835,V016,FUR0639,2026-03-19,2026-04-02,2026-04-13,36,30,80.92,2913.12,Late
PO004836,V010,TAB0838,2026-05-19,2026-07-10,2026-07-10,48,48,153.19,7353.12,On Time
PO004837,V020,SRV1051,2026-01-07,2026-02-05,2026-02-08,72,72,36.34,2616.48,Late
PO004838,V002,HAL1991,2025-07-29,2025-09-02,2025-09-06,24,24,32.58,781.92,Late
PO004839,V017,MIR0385,2026-05-08,2026-05-23,2026-05-18,72,54,24.62,1772.64,On Time
PO004840,V007,WAL0309,2026-05-24,2026-06-13,2026-06-23,96,84,37.25,3576.0,Late
PO004841,V020,GFT2248,2026-05-07,2026-06-05,2026-06-07,36,36,79.74,2870.64,On Time
PO004842,V011,BTH1538,2026-04-17,2026-05-29,2026-06-08,96,96,40.2,3859.2,Late
PO004843,V012,WIN2073,2025-04-16,2025-05-12,2025-05-10,24,24,42.86,1028.64,On Time
PO004844,V018,ORG1762,2025-12-16,2025-12-31,2026-01-08,48,48,28.93,1388.64,Late
PO004845,V002,DUV1171,2025-06-06,2025-07-11,2025-07-12,24,24,131.25,3150.0,On Time
PO004846,V002,FUR0623,2025-11-11,2025-12-16,2025-12-24,48,48,108.66,5215.68,Late
PO004847,V019,FUR0554,2025-08-18,2025-09-22,2025-10-03,96,96,123.8,11884.8,Late
PO004848,V005,TOW1480,2025-11-23,2026-01-03,2026-01-01,24,24,10.69,256.56,On Time
PO004849,V012,WAL0224,2025-11-10,2025-12-06,2025-11-30,120,120,44.34,5320.8,On Time
PO004850,V012,HAL2010,2025-05-15,2025-06-10,2025-06-08,24,24,7.66,183.84,On Time
PO004851,V014,KIT0950,2026-06-01,2026-07-12,2026-07-10,48,48,77.4,3715.2,On Time
PO004852,V001,UTL1140,2025-12-17,2026-01-17,2026-01-30,96,96,6.07,582.72,Late
PO004853,V005,MIR0409,2026-04-17,2026-05-28,2026-05-19,24,24,23.95,574.8,On Time
PO004854,V013,SHL1696,2026-01-16,2026-02-08,2026-02-10,24,24,23.72,569.28,On Time
PO004855,V020,WAL0257,2026-03-08,2026-04-06,2026-04-06,120,120,22.23,2667.6,On Time
PO004856,V009,KIT0881,2025-03-15,2025-05-02,2025-05-06,120,120,57.4,6888.0,Late
PO004857,V017,BTH1556,2026-02-18,2026-03-05,2026-03-01,24,24,30.93,742.32,On Time
PO004858,V010,TAB0841,2025-04-18,2025-06-09,2025-06-14,72,72,155.79,11216.88,Late
PO004859,V008,SRV1012,2025-12-22,2026-02-03,2026-02-10,120,120,34.13,4095.6,Late
PO004860,V013,WIN2093,2026-01-29,2026-02-21,2026-02-18,36,36,32.38,1165.68,On Time
PO004861,V013,PIL1404,2025-12-23,2026-01-15,2026-01-14,24,24,51.76,1242.24,On Time
PO004862,V009,DEC0112,2025-08-30,2025-10-17,2025-10-22,36,36,13.34,480.24,Late
PO004863,V010,FLR1838,2026-02-02,2026-03-26,2026-03-27,24,24,210.44,5050.56,On Time
PO004864,V019,CND2125,2025-12-04,2026-01-08,2026-01-09,36,36,28.65,1031.4,On Time
PO004865,V011,WAL0321,2025-12-14,2026-01-25,2026-01-26,120,108,18.98,2277.6,On Time
PO004866,V015,FUR0573,2025-11-07,2025-12-01,2025-12-09,48,48,252.35,12112.8,Late
PO004867,V020,WIN2068,2026-06-02,2026-07-01,2026-06-26,24,24,41.99,1007.76,On Time
PO004868,V014,DUV1207,2025-10-30,2025-12-10,2025-12-06,72,72,42.84,3084.48,On Time
PO004869,V015,BTH1530,2026-04-25,2026-05-19,2026-05-10,48,48,13.29,637.92,On Time
PO004870,V018,BSK1585,2025-04-19,2025-05-04,2025-05-08,24,24,37.99,911.76,Late
PO004871,V019,FUR0651,2025-11-26,2025-12-31,2025-12-23,36,36,189.57,6824.52,On Time
PO004872,V004,WAL0320,2026-01-18,2026-02-05,2026-02-10,96,96,39.86,3826.56,Late
PO004873,V003,SEA0683,2026-01-01,2026-03-04,2026-02-27,72,72,279.53,20126.16,On Time
PO004874,V019,WAL0205,2025-08-21,2025-09-25,2025-09-22,120,120,30.8,3696.0,On Time
PO004875,V017,TOW1496,2025-10-20,2025-11-04,2025-10-29,48,48,16.11,773.28,On Time
PO004876,V002,FRM2197,2025-10-30,2025-12-04,2025-12-11,96,96,17.37,1667.52,Late
PO004877,V017,WAL0242,2025-03-25,2025-04-09,2025-04-08,96,96,25.57,2454.72,On Time
PO004878,V012,DEC0130,2025-08-16,2025-09-11,2025-09-04,36,36,34.78,1252.08,On Time
PO004879,V010,FUR0584,2025-03-12,2025-05-03,2025-05-04,96,96,118.19,11346.24,On Time
PO004880,V015,BTH1530,2026-02-19,2026-03-15,2026-03-10,120,102,13.29,1594.8,On Time
PO004881,V016,TAB0779,2025-05-21,2025-06-04,2025-06-17,48,48,301.6,14476.8,Late
PO004882,V016,UTL1099,2026-04-18,2026-05-02,2026-05-04,48,48,15.1,724.8,On Time
PO004883,V011,ORG1724,2025-04-24,2025-06-05,2025-06-14,72,54,19.95,1436.4,Late
PO004884,V016,FUR0622,2025-06-30,2025-07-14,2025-07-07,96,96,188.75,18120.0,On Time
PO004885,V004,TAB0849,2025-04-22,2025-05-10,2025-05-08,72,72,205.59,14802.48,On Time
PO004886,V015,TEX0433,2025-06-18,2025-07-12,2025-07-21,72,60,19.51,1404.72,Late
PO004887,V006,KIT0929,2025-12-20,2026-01-25,2026-02-03,24,24,58.15,1395.6,Late
PO004888,V010,SRV1055,2025-04-06,2025-05-28,2025-05-27,48,48,43.12,2069.76,On Time
PO004889,V017,DUV1196,2025-06-09,2025-06-24,2025-07-03,48,48,105.66,5071.68,Late
PO004890,V006,PIL1355,2026-02-11,2026-03-19,2026-03-18,48,48,11.93,572.64,On Time
PO004891,V014,FUR0593,2025-02-08,2025-03-21,2025-03-16,120,120,210.26,25231.2,On Time
PO004892,V017,WAL0299,2025-08-16,2025-08-31,2025-09-08,120,120,43.13,5175.6,Late
PO004893,V005,KIT0900,2025-11-29,2026-01-09,2026-01-10,96,96,66.81,6413.76,On Time
PO004894,V016,CND2153,2025-12-02,2025-12-16,2025-12-27,96,96,24.88,2388.48,Late
PO004895,V015,FLR1870,2026-04-27,2026-05-21,2026-05-22,36,24,79.89,2876.04,On Time
PO004896,V007,BTH1506,2026-01-09,2026-01-29,2026-02-05,120,120,16.74,2008.8,Late
PO004897,V008,PEN1881,2025-07-27,2025-09-08,2025-09-08,72,72,248.68,17904.96,On Time
PO004898,V016,SUM2039,2025-06-10,2025-06-24,2025-07-06,36,36,16.05,577.8,Late
PO004899,V013,DEC0073,2025-04-16,2025-05-09,2025-05-10,36,36,36.01,1296.36,On Time
PO004900,V001,MIR0357,2025-06-06,2025-07-07,2025-07-07,36,36,31.02,1116.72,On Time
PO004901,V016,DUV1213,2026-07-04,2026-07-18,2026-07-24,36,36,73.87,2659.32,Late
PO004902,V011,CND2101,2026-03-27,2026-05-08,2026-05-13,72,72,40.61,2923.92,Late
PO004903,V001,TEX0448,2025-05-24,2025-06-24,2025-06-20,120,120,17.95,2154.0,On Time
PO004904,V001,TEX0468,2025-07-01,2025-08-01,2025-07-31,24,24,15.12,362.88,On Time
PO004905,V016,SHT1279,2025-07-20,2025-08-03,2025-08-10,72,72,79.95,5756.4,Late
PO004906,V006,DUV1229,2026-01-27,2026-03-04,2026-02-26,72,72,59.45,4280.4,On Time
PO004907,V006,LGT1812,2026-01-12,2026-02-17,2026-02-21,24,24,92.81,2227.44,Late
PO004908,V019,SHT1308,2025-09-02,2025-10-07,2025-10-18,72,72,63.4,4564.8,Late
PO004909,V010,TAB0824,2025-09-27,2025-11-18,2025-11-14,48,48,110.25,5292.0,On Time
PO004910,V004,TOW1446,2026-04-05,2026-04-23,2026-04-23,72,72,16.47,1185.84,On Time
PO004911,V014,SEA0727,2025-06-02,2025-07-13,2025-07-18,36,36,242.33,8723.88,Late
PO004912,V007,DUV1212,2025-04-19,2025-05-09,2025-05-15,24,24,129.39,3105.36,Late
PO004913,V001,PEN1891,2025-12-26,2026-01-26,2026-01-27,120,120,92.73,11127.6,On Time
PO004914,V012,WIN2084,2025-04-09,2025-05-05,2025-04-27,24,24,27.71,665.04,On Time
PO004915,V004,UTL1117,2025-09-16,2025-10-04,2025-10-05,72,72,22.57,1625.04,On Time
PO004916,V020,WAL0328,2025-11-07,2025-12-06,2025-12-05,72,72,68.13,4905.36,On Time
PO004917,V016,CND2133,2026-01-02,2026-01-16,2026-01-20,36,36,12.21,439.56,Late
PO004918,V020,SUM2054,2025-10-09,2025-11-07,2025-11-07,48,48,42.75,2052.0,On Time
PO004919,V018,SUM2042,2026-05-21,2026-06-05,2026-06-06,24,24,72.46,1739.04,On Time
PO004920,V010,SHT1261,2025-12-22,2026-02-12,2026-02-07,120,120,34.01,4081.2,On Time
PO004921,V017,WAL0299,2025-12-30,2026-01-14,2026-01-18,24,24,43.13,1035.12,Late
PO004922,V008,SHL1678,2025-12-17,2026-01-29,2026-02-01,96,96,66.2,6355.2,Late
PO004923,V010,UTL1084,2025-07-28,2025-09-18,2025-09-11,96,96,26.21,2516.16,On Time
PO004924,V014,FRM2199,2025-03-24,2025-05-04,2025-04-28,48,48,32.84,1576.32,On Time
PO004925,V018,PIL1391,2025-09-07,2025-09-22,2025-09-27,48,48,20.19,969.12,Late
PO004926,V016,SHT1279,2025-12-24,2026-01-07,2026-01-15,24,24,79.95,1918.8,Late
PO004927,V020,WAL0257,2025-08-09,2025-09-07,2025-09-01,48,48,22.23,1067.04,On Time
PO004928,V011,MIR0387,2025-11-18,2025-12-30,2026-01-10,24,24,86.06,2065.44,Late
PO004929,V009,CND2115,2025-09-09,2025-10-27,2025-10-23,96,90,14.74,1415.04,On Time
PO004930,V019,SRV1005,2025-11-24,2025-12-29,2026-01-04,120,120,26.99,3238.8,Late
PO004931,V017,DEC0048,2025-08-11,2025-08-26,2025-09-02,72,72,29.85,2149.2,Late
PO004932,V011,PEN1918,2026-05-21,2026-07-02,2026-07-05,96,78,227.12,21803.52,Late
PO004933,V003,DEC0163,2025-03-21,2025-05-22,2025-05-22,36,30,28.83,1037.88,On Time
PO004934,V005,WAL0266,2025-04-07,2025-05-18,2025-05-14,48,48,14.82,711.36,On Time
PO004935,V016,SRV1025,2025-03-28,2025-04-11,2025-04-12,120,108,29.29,3514.8,On Time
PO004936,V020,TOW1425,2025-12-31,2026-01-29,2026-01-31,24,24,29.67,712.08,On Time
PO004937,V005,KIT0872,2026-03-11,2026-04-21,2026-04-21,48,48,60.95,2925.6,On Time
PO004938,V012,BTH1544,2026-06-30,2026-07-26,2026-07-21,36,36,17.74,638.64,On Time
PO004939,V020,CHR1968,2025-08-26,2025-09-24,2025-09-26,48,48,12.45,597.6,On Time
PO004940,V011,UTL1110,2025-11-08,2025-12-20,2026-01-02,96,90,16.77,1609.92,Late
PO004941,V009,UTL1118,2025-02-25,2025-04-14,2025-04-18,72,66,15.35,1105.2,Late
PO004942,V012,CND2127,2026-05-27,2026-06-22,2026-06-30,120,120,27.33,3279.6,Late
PO004943,V015,KIT0853,2025-04-04,2025-04-28,2025-04-28,72,72,51.93,3738.96,On Time
PO004944,V013,WIN2093,2025-12-07,2025-12-30,2025-12-22,36,18,32.38,1165.68,On Time
PO004945,V010,SEA0718,2025-05-12,2025-07-03,2025-07-01,48,48,334.29,16045.92,On Time
PO004946,V016,SRV0976,2026-05-08,2026-05-22,2026-06-09,72,72,43.93,3162.96,Late
PO004947,V003,LGT1803,2025-03-19,2025-05-20,2025-05-20,24,24,105.61,2534.64,On Time
PO004948,V006,PEN1892,2025-12-29,2026-02-03,2026-02-03,120,120,89.96,10795.2,On Time
PO004949,V020,HAL2008,2025-11-14,2025-12-13,2025-12-16,36,36,17.61,633.96,Late
PO004950,V019,TEX0514,2025-05-11,2025-06-15,2025-06-17,24,24,19.54,468.96,On Time
PO004951,V003,DEC0160,2025-10-25,2025-12-26,2025-12-17,96,96,42.82,4110.72,On Time
PO004952,V008,FUR0661,2026-05-13,2026-06-25,2026-06-29,96,96,131.4,12614.4,Late
PO004953,V013,PIL1344,2026-03-22,2026-04-14,2026-04-15,120,120,45.55,5466.0,On Time
PO004954,V003,ORG1757,2025-12-25,2026-02-25,2026-03-02,120,120,13.74,1648.8,Late
PO004955,V018,SHL1659,2025-11-19,2025-12-04,2025-12-05,72,72,84.27,6067.44,On Time
PO004956,V015,PIL1379,2025-06-09,2025-07-03,2025-07-10,120,120,27.32,3278.4,Late
PO004957,V019,KIT0962,2025-02-09,2025-03-16,2025-03-19,72,72,110.31,7942.32,Late
PO004958,V005,KIT0926,2025-10-27,2025-12-07,2025-12-08,120,120,29.18,3501.6,On Time
PO004959,V010,SEA0741,2025-04-16,2025-06-07,2025-06-20,96,96,227.52,21841.92,Late
PO004960,V001,MIR0368,2025-06-02,2025-07-03,2025-07-04,120,120,41.22,4946.4,On Time
PO004961,V005,BTH1523,2025-08-30,2025-10-10,2025-10-10,24,24,4.71,113.04,On Time
PO004962,V007,UTL1146,2025-07-17,2025-08-06,2025-08-18,36,36,18.0,648.0,Late
PO004963,V007,TAB0832,2026-01-29,2026-02-18,2026-02-23,48,42,198.31,9518.88,Late
PO004964,V012,DEC0053,2026-01-22,2026-02-17,2026-02-14,120,120,8.46,1015.2,On Time
PO004965,V009,CHR1975,2025-03-19,2025-05-06,2025-04-27,48,48,38.4,1843.2,On Time
PO004966,V017,BSK1636,2025-09-13,2025-09-28,2025-10-02,120,120,21.41,2569.2,Late
PO004967,V010,WAL0284,2026-04-29,2026-06-20,2026-06-23,96,96,64.07,6150.72,Late
PO004968,V014,SHT1313,2025-02-26,2025-04-08,2025-04-08,48,48,38.08,1827.84,On Time
PO004969,V006,SUM2029,2026-01-11,2026-02-16,2026-02-12,48,48,64.48,3095.04,On Time
PO004970,V005,BSK1640,2026-02-21,2026-04-03,2026-04-13,96,96,23.99,2303.04,Late
PO004971,V009,ORG1735,2025-02-09,2025-03-29,2025-03-22,96,96,36.35,3489.6,On Time
PO004972,V006,DEC0189,2025-10-14,2025-11-19,2025-11-26,96,96,51.81,4973.76,Late
PO004973,V019,KIT0882,2025-06-01,2025-07-06,2025-07-13,72,72,104.81,7546.32,Late
PO004974,V012,CND2104,2026-04-18,2026-05-14,2026-05-13,96,84,29.28,2810.88,On Time
PO004975,V005,TEX0486,2025-03-12,2025-04-22,2025-04-22,120,120,30.67,3680.4,On Time
PO004976,V017,SEA0748,2026-01-18,2026-02-02,2026-02-06,36,30,87.77,3159.72,Late
PO004977,V017,FUR0556,2025-05-27,2025-06-11,2025-06-15,36,36,60.84,2190.24,Late
PO004978,V005,WAL0243,2026-05-29,2026-07-09,2026-07-12,24,18,30.27,726.48,Late
PO004979,V006,GFT2223,2026-05-26,2026-07-01,2026-07-04,48,48,25.38,1218.24,Late
PO004980,V011,SRV1061,2026-02-14,2026-03-28,2026-04-04,120,120,8.93,1071.6,Late
PO004981,V016,GFT2222,2025-04-30,2025-05-14,2025-05-12,120,120,43.58,5229.6,On Time
PO004982,V008,ORG1701,2025-05-20,2025-07-02,2025-07-12,96,96,24.73,2374.08,Late
PO004983,V020,LGT1794,2025-03-01,2025-03-30,2025-03-29,72,72,102.16,7355.52,On Time
PO004984,V012,HAL1993,2026-07-01,2026-07-27,2026-07-21,96,96,38.69,3714.24,On Time
PO004985,V009,TEX0461,2025-10-20,2025-12-07,2025-12-15,96,96,36.49,3503.04,Late
PO004986,V010,DEC0155,2026-04-13,2026-06-04,2026-06-08,24,24,9.49,227.76,Late
PO004987,V017,WAL0322,2025-03-12,2025-03-27,2025-03-26,96,96,36.12,3467.52,On Time
PO004988,V001,SEA0720,2026-03-06,2026-04-06,2026-04-14,36,36,267.21,9619.56,Late
PO004989,V006,ORG1743,2025-09-06,2025-10-12,2025-10-13,24,24,59.64,1431.36,On Time
PO004990,V013,SRV1016,2025-12-27,2026-01-19,2026-01-28,72,72,45.27,3259.44,Late
PO004991,V020,DEC0177,2025-12-15,2026-01-13,2026-01-14,120,120,17.47,2096.4,On Time
PO004992,V014,CHR1970,2025-07-25,2025-09-04,2025-09-12,96,96,36.17,3472.32,Late
PO004993,V018,KIT0959,2025-11-12,2025-11-27,2025-12-05,48,48,41.62,1997.76,Late
PO004994,V001,BSK1628,2025-11-30,2025-12-31,2025-12-31,48,48,11.34,544.32,On Time
PO004995,V016,FUR0582,2025-10-12,2025-10-26,2025-10-26,72,66,128.37,9242.64,On Time
PO004996,V002,MIR0391,2025-07-08,2025-08-12,2025-08-16,72,60,115.27,8299.44,Late
PO004997,V006,PIL1355,2025-03-16,2025-04-21,2025-04-26,72,72,11.93,858.96,Late
PO004998,V007,DEC0066,2026-05-07,2026-05-27,2026-05-30,72,60,25.34,1824.48,Late
PO004999,V011,SUM2030,2025-03-27,2025-05-08,2025-05-13,48,48,19.7,945.6,Late
PO005000,V008,UTL1101,2025-02-03,2025-03-18,2025-03-19,72,72,18.62,1340.64,On Time
PO005001,V008,DUV1218,2026-07-06,2026-08-18,2026-08-25,72,72,137.74,9917.28,Late
PO005002,V005,SUM2060,2026-05-06,2026-06-16,2026-06-15,120,120,26.27,3152.4,On Time
PO005003,V004,SUM2057,2026-05-05,2026-05-23,2026-05-26,24,24,52.31,1255.44,Late
PO005004,V006,DEC0029,2025-10-11,2025-11-16,2025-11-20,96,96,54.42,5224.32,Late
PO005005,V006,BTH1509,2026-01-17,2026-02-22,2026-02-20,24,24,28.61,686.64,On Time
PO005006,V001,FUR0608,2025-08-17,2025-09-17,2025-09-16,96,96,189.9,18230.4,On Time
PO005007,V020,TEX0445,2025-02-02,2025-03-03,2025-03-04,96,96,27.87,2675.52,On Time
PO005008,V003,TOW1417,2025-06-17,2025-08-18,2025-08-17,48,48,12.46,598.08,On Time
PO005009,V011,ORG1767,2025-05-21,2025-07-02,2025-07-14,120,120,23.57,2828.4,Late
PO005010,V012,DEC0087,2025-11-21,2025-12-17,2025-12-18,24,24,56.59,1358.16,On Time
PO005011,V020,TOW1425,2025-02-17,2025-03-18,2025-03-16,72,72,29.67,2136.24,On Time
PO005012,V002,BTH1503,2025-10-22,2025-11-26,2025-12-08,36,36,21.19,762.84,Late
PO005013,V020,PIL1357,2025-03-08,2025-04-06,2025-03-30,24,24,33.61,806.64,On Time
PO005014,V005,SHT1309,2025-06-03,2025-07-14,2025-07-20,36,36,33.12,1192.32,Late
PO005015,V003,DEC0137,2026-04-03,2026-06-04,2026-05-29,96,96,16.15,1550.4,On Time
PO005016,V010,MIR0424,2025-07-21,2025-09-11,2025-09-12,96,96,46.85,4497.6,On Time
PO005017,V007,ORG1769,2025-02-12,2025-03-04,2025-03-05,96,96,44.26,4248.96,On Time
PO005018,V003,KIT0854,2026-05-13,2026-07-14,2026-07-13,96,96,77.01,7392.96,On Time
PO005019,V020,SHT1257,2026-05-26,2026-06-24,2026-06-22,24,24,83.14,1995.36,On Time
PO005020,V012,SHT1330,2025-09-08,2025-10-04,2025-09-30,36,36,55.04,1981.44,On Time
PO005021,V020,WAL0217,2026-03-08,2026-04-06,2026-04-07,120,114,60.89,7306.8,On Time
PO005022,V002,DUV1220,2025-06-05,2025-07-10,2025-07-20,72,72,82.17,5916.24,Late
PO005023,V010,WAL0287,2026-03-11,2026-05-02,2026-05-09,72,72,57.5,4140.0,Late
PO005024,V013,FUR0567,2025-02-16,2025-03-11,2025-03-09,24,24,141.89,3405.36,On Time
PO005025,V009,WAL0264,2026-01-23,2026-03-12,2026-03-12,72,72,48.19,3469.68,On Time
PO005026,V005,BTH1566,2025-03-02,2025-04-12,2025-04-13,36,18,27.2,979.2,On Time
PO005027,V014,WIN2067,2025-06-06,2025-07-17,2025-07-21,36,36,32.93,1185.48,Late
PO005028,V020,MIR0425,2025-07-08,2025-08-06,2025-08-14,24,24,43.38,1041.12,Late
PO005029,V018,SRV1011,2025-11-28,2025-12-13,2025-12-09,24,24,28.42,682.08,On Time
PO005030,V017,DEC0119,2025-02-19,2025-03-06,2025-03-05,24,24,27.04,648.96,On Time
PO005031,V012,SHL1667,2026-01-09,2026-02-04,2026-01-24,120,120,63.64,7636.8,On Time
